81.66386;0.0219002
82.69519;0.0213699
83.72651;0.0208586
84.75783;0.0203653
85.78916;0.0198891
86.82048;0.0194293
87.85181;0.0189852
88.88313;0.018556
89.91445;0.0181411
90.94578;0.0177399
91.97710;0.0173518
93.00843;0.0169762
94.03975;0.0166126
95.07107;0.0162605
96.10240;0.0159194
97.13372;0.0155888
98.16505;0.0152684
99.19637;0.0149577
100.22769;0.0146563
101.25902;0.014364
102.29034;0.0140802
103.32167;0.0138047
104.35299;0.0135372
105.38431;0.0132773
106.41564;0.0130249
107.44696;0.0127795
108.47829;0.0125409
109.50961;0.012309
110.54093;0.0120834
111.57226;0.0118639
112.60358;0.0116503
113.63491;0.0114424
114.66623;0.01124
115.69755;0.0110429
116.72888;0.010851
117.76020;0.0106639
118.79153;0.0104817
119.82285;0.010304
120.85417;0.0101309
121.88550;0.00996199
122.91682;0.0097973
123.94815;0.00963664
124.97947;0.00947989
126.01080;0.00932692
127.04212;0.00917761
128.07344;0.00903184
129.10477;0.00888951
130.13609;0.00875051
131.16742;0.00861473
132.19874;0.00848208
133.23006;0.00835246
134.26139;0.00822578
135.29271;0.00810195
136.32404;0.00798088
